Quake Number,Location,Magnitude,Time
7294,"M 4.6 - 43km NW of Rabaul, Papua New Guinea",4.6,2019-03-10 07:20:43
7295,"M 4.7 - 193km S of Port Blair, India",4.7,2019-03-10 07:20:06
7296,M 5.4 - Southwest Indian Ridge,5.4,2019-03-10 07:18:15
7297,"M 4.5 - 41km S of Taltal, Chile",4.5,2019-03-10 07:08:03
7298,"M 6.0 - 139km SSW of Kulumadau, Papua New Guinea",6,2019-03-10 06:48:00
7299,"M 4.6 - 181km ENE of Tokar, Sudan",4.6,2019-03-10 06:32:12
7300,"M 4.3 - 86km SW of Atocha, Bolivia",4.3,2019-03-10 05:55:54
7301,"M 4.6 - 125km SE of L'Esperance Rock, New Zealand",4.6,2019-03-10 05:46:09
7302,"M 5.1 - 123km SSE of Kuril'sk, Russia",5.1,2019-03-10 03:52:13
7303,"M 4.3 - 235km WNW of Chichi-shima, Japan",4.3,2019-03-10 03:44:22
7304,"M 5.1 - 98km S of Krajan Tambakrejo, Indonesia",5.1,2019-03-10 03:21:46
7305,"M 4.8 - 263km SE of Lambasa, Fiji",4.8,2019-03-10 01:23:54
7306,"M 6.2 - 269km SE of Lambasa, Fiji",6.2,2019-03-10 01:12:26
7307,M 5.5 - South Indian Ocean,5.5,2019-03-10 00:53:20
7308,"M 4.3 - 27km SSE of San Juan Bautista Cuicatlan, Mexico",4.3,2019-03-09 23:16:35
7309,"M 4.2 - 89km SW of Kaktovik, Alaska",4.2,2019-03-09 21:07:47
7310,"M 4.5 - 15km WSW of Orcopampa, Peru",4.5,2019-03-09 20:41:26
7311,"M 4.5 - 95km WSW of Coquimbo, Chile",4.5,2019-03-09 20:09:45
7312,"M 4.6 - 237km NW of Saumlaki, Indonesia",4.6,2019-03-09 19:18:56
7313,"M 4.5 - 134km E of Neiafu, Tonga",4.5,2019-03-09 16:37:19
7314,"M 4.4 - 12km N of Sabanalarga, Colombia",4.4,2019-03-09 16:33:42
7315,"M 4.5 - 56km NNW of Asan-Maina Village, Guam",4.5,2019-03-09 16:13:07
7316,"M 4.4 - 119km WSW of Banda Aceh, Indonesia",4.4,2019-03-09 15:42:57
7317,"M 4.5 - 66km W of Calingasta, Argentina",4.5,2019-03-09 13:45:43
7318,"M 4.1 - 298km WNW of Saumlaki, Indonesia",4.1,2019-03-09 12:48:59
7319,"M 4.3 - 229km NNW of Tobelo, Indonesia",4.3,2019-03-09 12:03:35
7320,"M 4.5 - 253km NNW of Tobelo, Indonesia",4.5,2019-03-09 11:12:42
7321,"M 4.9 - 96km SSE of L'Esperance Rock, New Zealand",4.9,2019-03-09 09:25:20
7322,"M 4.4 - 22km WSW of Ovalle, Chile",4.4,2019-03-09 08:22:22
7323,"M 4.7 - 6km NE of Tecpan de Galeana, Mexico",4.7,2019-03-09 07:00:45
7324,"M 4.8 - 79km SSW of Kokopo, Papua New Guinea",4.8,2019-03-09 06:29:05
7325,"M 4.1 - 54km NE of Roshtqal'a, Tajikistan",4.1,2019-03-09 06:06:54
7326,"M 4.7 - Kepulauan Barat Daya, Indonesia",4.7,2019-03-09 05:33:12
7327,"M 4.8 - 113km W of Craig, Alaska",4.8,2019-03-09 04:11:00
7328,"M 4.0 - 52km NE of Keelung, Taiwan",4,2019-03-09 03:32:12
7329,"M 4.3 - 19km ESE of Pamandzi, Mayotte",4.3,2019-03-09 03:30:50
7330,"M 4.5 - Izu Islands, Japan region",4.5,2019-03-09 03:07:36
7331,"M 4.4 - 113km ENE of Iquique, Chile",4.4,2019-03-08 23:16:15
7332,"M 4.8 - Izu Islands, Japan region",4.8,2019-03-08 20:07:01
7333,"M 4.7 - 105km SE of L'Esperance Rock, New Zealand",4.7,2019-03-08 20:01:23
7334,M 4.7 - East of the South Sandwich Islands,4.7,2019-03-08 20:00:41
7335,M 4.8 - West of Macquarie Island,4.8,2019-03-08 19:20:42
7336,"M 4.6 - 30km S of Coquimbo, Chile",4.6,2019-03-08 19:16:58
7337,"M 4.1 - 105km NE of Adak, Alaska",4.1,2019-03-08 18:16:03
7338,"M 4.2 - 182km SE of Hirara, Japan",4.2,2019-03-08 17:08:07
7339,"M 4.4 - 96km SSE of L'Esperance Rock, New Zealand",4.4,2019-03-08 16:19:10
7340,"M 4.5 - 56km SSE of Hihifo, Tonga",4.5,2019-03-08 15:39:12
7341,"M 4.3 - 131km SSE of Lolayan, Indonesia",4.3,2019-03-08 14:52:42
7342,"M 4.6 - 147km SW of Al Qunfidhah, Saudi Arabia",4.6,2019-03-08 10:20:09
7343,"M 4.5 - 102km SE of L'Esperance Rock, New Zealand",4.5,2019-03-08 09:45:07
7344,"M 4.6 - 237km SSE of Sarangani, Philippines",4.6,2019-03-08 09:22:27
7345,"M 4.0 - 90km SW of Kiska Volcano, Alaska",4,2019-03-08 09:20:43
7346,"M 4.2 - 108km SW of Kiska Volcano, Alaska",4.2,2019-03-08 09:20:22
7347,"M 4.5 - 3km E of Ogaki, Japan",4.5,2019-03-08 09:08:03
7348,"M 6.0 - 40km N of Santa Monica, Philippines",6,2019-03-08 08:06:12
7349,"M 4.2 - 170km NW of Saumlaki, Indonesia",4.2,2019-03-08 07:55:05
7350,"M 4.5 - 2km ESE of Linao, Philippines",4.5,2019-03-08 07:48:28
7351,"M 4.8 - 126km SE of L'Esperance Rock, New Zealand",4.8,2019-03-08 05:51:50
7352,"M 4.3 - 119km SSE of L'Esperance Rock, New Zealand",4.3,2019-03-08 05:07:16
7353,"M 5.2 - 107km SE of L'Esperance Rock, New Zealand",5.2,2019-03-08 04:57:18
7354,"M 4.1 - 27km SW of La Gomera, Guatemala",4.1,2019-03-08 04:07:22
7355,"M 4.4 - 131km NNW of L'Esperance Rock, New Zealand",4.4,2019-03-08 04:00:00
7356,"M 4.4 - 45km SW of Mouzaki, Greece",4.4,2019-03-08 03:40:15
7357,"M 4.5 - 129km SE of L'Esperance Rock, New Zealand",4.5,2019-03-08 03:20:05
7358,"M 4.9 - 111km SE of L'Esperance Rock, New Zealand",4.9,2019-03-08 02:48:05
7359,"M 4.5 - 54km N of Sangiang, Indonesia",4.5,2019-03-08 02:38:33
7360,"M 4.5 - 69km SE of L'Esperance Rock, New Zealand",4.5,2019-03-08 00:55:30
7361,"M 4.3 - 259km NNE of Kali, Indonesia",4.3,2019-03-08 00:24:24
7362,"M 4.1 - 24km NNE of Yigo Mayor's Office, Guam",4.1,2019-03-07 23:32:32
7363,"M 5.2 - 146km SSW of Abepura, Indonesia",5.2,2019-03-07 22:32:55
7364,"M 4.7 - 113km ESE of L'Esperance Rock, New Zealand",4.7,2019-03-07 22:26:46
7365,"M 4.6 - 117km SSE of L'Esperance Rock, New Zealand",4.6,2019-03-07 21:50:34
7366,"M 4.3 - 12km N of Aratoca, Colombia",4.3,2019-03-07 21:32:03
7367,"M 4.3 - 235km N of Chichi-shima, Japan",4.3,2019-03-07 21:05:53
7368,"M 4.1 - 61km NW of Laiwui, Indonesia",4.1,2019-03-07 20:52:02
7369,"M 4.0 - 186km SE of Samarai, Papua New Guinea",4,2019-03-07 20:48:28
7370,"M 4.5 - 155km NE of Yelizovo, Russia",4.5,2019-03-07 19:47:20
7371,"M 5.4 - 46km SE of Taitung City, Taiwan",5.4,2019-03-07 19:32:14
7372,"M 4.3 - 46km SW of La Gomera, Guatemala",4.3,2019-03-07 19:07:55
7373,"M 4.4 - 26km NW of Visokoi Island, South Georgia and the South Sandwich Islands",4.4,2019-03-07 18:24:50
7374,"M 4.2 - 122km NNW of Nuku`alofa, Tonga",4.2,2019-03-07 18:08:10
7375,"M 4.6 - 145km SSE of L'Esperance Rock, New Zealand",4.6,2019-03-07 16:15:59
7376,M 4.3 - Kuril Islands,4.3,2019-03-07 15:34:22
7377,"M 4.6 - 42km WNW of Abepura, Indonesia",4.6,2019-03-07 15:23:57
7378,"M 4.8 - 93km E of King Salmon, Alaska",4.8,2019-03-07 15:11:51
7379,"M 4.0 - 124km ENE of Iwo Jima, Japan",4,2019-03-07 14:39:51
7380,"M 4.6 - 27km ESE of Bristol Island, South Sandwich Islands",4.6,2019-03-07 14:29:48
7381,"M 4.8 - 100km SE of L'Esperance Rock, New Zealand",4.8,2019-03-07 14:23:53
7382,"M 4.7 - 137km W of Tobelo, Indonesia",4.7,2019-03-07 13:56:52
7383,M 4.4 - Northwest of Australia,4.4,2019-03-07 13:40:08
7384,M 4.9 - Kuril Islands,4.9,2019-03-07 13:16:16
7385,"M 4.3 - 83km S of Kushiro, Japan",4.3,2019-03-07 13:13:10
7386,"M 4.5 - 132km SSE of L'Esperance Rock, New Zealand",4.5,2019-03-07 12:59:52
7387,"M 4.0 - 18km NE of Guiuan, Philippines",4,2019-03-07 12:57:26
7388,"M 4.4 - 17km ESE of Dedang, China",4.4,2019-03-07 12:37:22
7389,"M 4.5 - 3km SSW of Bohonye, Hungary",4.5,2019-03-07 12:07:52
7390,"M 4.5 - 115km SSE of L'Esperance Rock, New Zealand",4.5,2019-03-07 11:59:49
7391,"M 4.0 - 199km NNW of Saumlaki, Indonesia",4,2019-03-07 11:35:29
7392,"M 4.4 - 20km SW of Sulangan, Philippines",4.4,2019-03-07 11:10:58
7393,"M 4.4 - 229km NW of Saumlaki, Indonesia",4.4,2019-03-07 11:00:23
7394,"M 4.2 - 146km WNW of Tobelo, Indonesia",4.2,2019-03-07 10:17:39
7395,"M 4.4 - 87km SE of L'Esperance Rock, New Zealand",4.4,2019-03-07 09:44:19
7396,"M 4.7 - 90km W of False Pass, Alaska",4.7,2019-03-07 09:29:49
7397,"M 5.7 - 125km SSE of L'Esperance Rock, New Zealand",5.7,2019-03-07 09:29:09
7398,"M 4.5 - 109km SE of Beykonak, Turkey",4.5,2019-03-07 09:25:39
7399,"M 5.7 - 141km WNW of Coquimbo, Chile",5.7,2019-03-07 08:34:28
7400,"M 5.5 - 235km SE of L'Esperance Rock, New Zealand",5.5,2019-03-07 08:27:23
7401,"M 4.3 - 3km NW of Hinundayan, Philippines",4.3,2019-03-07 07:20:30
7402,"M 4.5 - 203km SSE of Isangel, Vanuatu",4.5,2019-03-07 06:08:05
7403,"M 4.9 - 111km SE of L'Esperance Rock, New Zealand",4.9,2019-03-07 06:02:40
7404,M 4.6 - Prince Edward Islands region,4.6,2019-03-07 05:59:42
7405,"M 4.4 - 144km ENE of L'Esperance Rock, New Zealand",4.4,2019-03-07 04:49:44
7406,"M 4.8 - Izu Islands, Japan region",4.8,2019-03-07 04:31:38
7407,"M 4.8 - 96km SW of `Ohonua, Tonga",4.8,2019-03-07 03:59:25
7408,"M 4.7 - 11km ESE of Obigarm, Tajikistan",4.7,2019-03-07 03:56:05
7409,"M 4.5 - 72km SE of L'Esperance Rock, New Zealand",4.5,2019-03-07 03:19:32
7410,"M 5.1 - 92km E of Adak, Alaska",5.1,2019-03-07 02:46:00
7411,"M 4.8 - 6km E of Fochville, South Africa",4.8,2019-03-07 02:32:34
7412,"M 4.6 - 36km SSE of Sindangsari, Indonesia",4.6,2019-03-07 01:43:41
7413,"M 4.5 - 88km N of Visokoi Island, South Georgia and the South Sandwich Islands",4.5,2019-03-07 01:25:03
7414,"M 4.7 - 110km SSE of L'Esperance Rock, New Zealand",4.7,2019-03-07 00:56:21
7415,"M 4.7 - 111km SE of L'Esperance Rock, New Zealand",4.7,2019-03-07 00:13:26
7416,"M 4.4 - 8km NW of Kashmor, Pakistan",4.4,2019-03-06 23:44:13
7417,"M 4.3 - 14km S of Coquimbo, Chile",4.3,2019-03-06 23:34:09
7418,"M 4.9 - 67km SSE of Putre, Chile",4.9,2019-03-06 22:50:36
7419,"M 4.5 - 120km SE of L'Esperance Rock, New Zealand",4.5,2019-03-06 22:47:16
7420,"M 5.0 - 19km SSW of Anelo, Argentina",5,2019-03-06 22:10:37
7421,"M 4.9 - 37km NNE of Chongoyape, Peru",4.9,2019-03-06 21:05:11
7422,M 4.6 - south of the Kermadec Islands,4.6,2019-03-06 20:54:29
7423,M 4.9 - Northern Mid-Atlantic Ridge,4.9,2019-03-06 20:53:04
7424,"M 4.9 - 135km SSW of Hengchun, Taiwan",4.9,2019-03-06 20:49:01
7425,"M 4.4 - 109km SE of L'Esperance Rock, New Zealand",4.4,2019-03-06 20:28:27
7426,"M 4.5 - 21km ESE of Pamandzi, Mayotte",4.5,2019-03-06 19:59:44
7427,"M 5.0 - 113km SE of L'Esperance Rock, New Zealand",5,2019-03-06 19:27:00
7428,"M 4.4 - 34km SSW of Anan, Japan",4.4,2019-03-06 19:20:36
7429,"M 4.8 - 95km SE of L'Esperance Rock, New Zealand",4.8,2019-03-06 17:20:44
7430,"M 5.1 - 156km WNW of Tobelo, Indonesia",5.1,2019-03-06 16:56:53
7431,"M 4.8 - 115km SE of L'Esperance Rock, New Zealand",4.8,2019-03-06 16:39:23
7432,"M 4.6 - 123km SE of L'Esperance Rock, New Zealand",4.6,2019-03-06 15:15:13
7433,"M 4.2 - Izu Islands, Japan region",4.2,2019-03-06 15:13:45
7434,"M 5.2 - 133km SE of L'Esperance Rock, New Zealand",5.2,2019-03-06 14:42:54
7435,"M 4.5 - 163km SSW of Al Qunfidhah, Saudi Arabia",4.5,2019-03-06 14:33:45
7436,"M 5.2 - 68km SSW of Kobuk, Alaska",5.2,2019-03-06 14:33:13
7437,"M 4.7 - 164km SW of Al Qunfidhah, Saudi Arabia",4.7,2019-03-06 14:24:02
7438,"M 4.6 - 106km E of Port-Olry, Vanuatu",4.6,2019-03-06 13:49:43
7439,"M 4.5 - 82km SSE of L'Esperance Rock, New Zealand",4.5,2019-03-06 13:38:16
7440,"M 4.4 - 70km ESE of L'Esperance Rock, New Zealand",4.4,2019-03-06 13:32:52
7441,"M 5.8 - 139km SE of L'Esperance Rock, New Zealand",5.8,2019-03-06 13:19:59
7442,"M 5.0 - 160km SW of Al Qunfidhah, Saudi Arabia",5,2019-03-06 12:54:12
7443,"M 4.6 - 141km N of Iwo Jima, Japan",4.6,2019-03-06 12:50:33
7444,"M 5.0 - Volcano Islands, Japan region",5,2019-03-06 12:29:27
7445,"M 4.9 - 41km S of Ofunato, Japan",4.9,2019-03-06 12:26:01
7446,"M 4.1 - 122km SW of Al Qunfidhah, Saudi Arabia",4.1,2019-03-06 12:20:58
7447,"M 5.6 - 15km NE of Ambunti, Papua New Guinea",5.6,2019-03-06 11:47:25
7448,"M 4.0 - 19km SE of Ofunato, Japan",4,2019-03-06 11:43:47
7449,"M 4.3 - 148km SE of L'Esperance Rock, New Zealand",4.3,2019-03-06 11:42:51
7450,"M 4.3 - 95km WSW of Panguna, Papua New Guinea",4.3,2019-03-06 11:31:02
7451,"M 4.6 - 117km SSE of L'Esperance Rock, New Zealand",4.6,2019-03-06 11:04:35
7452,"M 4.4 - 109km SE of Lata, Solomon Islands",4.4,2019-03-06 10:46:11
7453,"M 4.7 - 97km W of Nikol'skoye, Russia",4.7,2019-03-06 09:30:17
7454,"M 5.0 - 105km ESE of L'Esperance Rock, New Zealand",5,2019-03-06 08:59:01
7455,"M 6.4 - 116km SE of L'Esperance Rock, New Zealand",6.4,2019-03-06 08:46:14
7456,"M 4.3 - 227km NNW of Tobelo, Indonesia",4.3,2019-03-06 07:09:18
7457,"M 4.4 - 108km NE of Naze, Japan",4.4,2019-03-06 07:04:51
7458,"M 5.0 - 231km NNW of Tobelo, Indonesia",5,2019-03-06 06:57:22
7459,"M 4.2 - 211km W of Saumlaki, Indonesia",4.2,2019-03-06 04:51:04
7460,M 4.4 - Vanuatu region,4.4,2019-03-06 03:16:50
7461,"M 4.3 - 36km ESE of Savannah Bight, Honduras",4.3,2019-03-06 03:15:55
7462,"M 4.2 - 136km SW of Mapastepec, Mexico",4.2,2019-03-06 02:17:17
7463,"M 4.3 - 108km SW of Kiska Volcano, Alaska",4.3,2019-03-06 01:52:49
7464,"M 4.7 - 138km WNW of Tobelo, Indonesia",4.7,2019-03-06 01:39:31
7465,M 5.5 - West Chile Rise,5.5,2019-03-06 00:20:45
7466,"M 4.7 - 59km WSW of Ile Hunter, New Caledonia",4.7,2019-03-05 22:28:23
7467,M 4.5 - Bouvet Island region,4.5,2019-03-05 22:22:25
7468,M 5.3 - Bouvet Island region,5.3,2019-03-05 22:11:02
7469,"M 4.6 - 181km ESE of Tadine, New Caledonia",4.6,2019-03-05 20:11:23
7470,"M 4.7 - 176km ESE of Tadine, New Caledonia",4.7,2019-03-05 20:05:38
7471,"M 4.3 - 5km NNE of Kamarai, Greece",4.3,2019-03-05 18:54:45
7472,"M 4.5 - 2km NNE of Barranquilla, Colombia",4.5,2019-03-05 18:48:09
7473,"M 4.9 - 98km SE of L'Esperance Rock, New Zealand",4.9,2019-03-05 18:47:49
7474,"M 4.1 - 105km N of Ngamring, China",4.1,2019-03-05 17:45:51
7475,"M 5.8 - 66km ENE of Hinatuan, Philippines",5.8,2019-03-05 17:13:00
7476,"M 4.4 - 10km N of Tunapuna, Trinidad and Tobago",4.4,2019-03-05 17:12:15
7477,"M 4.7 - 84km W of Panguna, Papua New Guinea",4.7,2019-03-05 16:38:56
7478,"M 4.2 - 76km SE of Pondaguitan, Philippines",4.2,2019-03-05 16:26:49
7479,M 4.3 - Off the west coast of northern Sumatra,4.3,2019-03-05 16:20:57
7480,M 4.1 - Off the west coast of northern Sumatra,4.1,2019-03-05 16:02:47
7481,"M 4.9 - 83km SE of Tingo Maria, Peru",4.9,2019-03-05 15:53:25
7482,"M 4.9 - 69km SW of Puerto Madero, Mexico",4.9,2019-03-05 14:52:53
7483,"M 4.1 - 289km SE of Hachijo-jima, Japan",4.1,2019-03-05 14:36:27
7484,"M 4.9 - 95km ENE of Amahai, Indonesia",4.9,2019-03-05 13:09:33
7485,"M 4.5 - 96km E of Ndoi Island, Fiji",4.5,2019-03-05 11:32:11
7486,"M 4.4 - 11km W of Molagavita, Colombia",4.4,2019-03-05 10:52:34
7487,"M 4.7 - 75km SW of Puerto Madero, Mexico",4.7,2019-03-05 10:43:59
7488,"M 4.3 - 69km SW of Puerto Madero, Mexico",4.3,2019-03-05 10:23:41
7489,"M 4.1 - 3km NNW of Grebocice, Poland",4.1,2019-03-05 09:55:57
7490,"M 4.4 - 48km W of Coquimbo, Chile",4.4,2019-03-05 09:31:26
7491,"M 5.4 - 79km WSW of Puerto Madero, Mexico",5.4,2019-03-05 08:58:20
7492,"M 4.1 - 72km SW of Shangpa, China",4.1,2019-03-05 08:34:04
7493,"M 4.3 - 45km W of `Alaqahdari-ye Kiran wa Munjan, Afghanistan",4.3,2019-03-05 08:26:45
7494,"M 4.2 - 218km NE of Sola, Vanuatu",4.2,2019-03-05 08:01:27
7495,M 4.2 - Northwest of Australia,4.2,2019-03-05 07:55:16
7496,"M 4.2 - 55km WSW of Tual, Indonesia",4.2,2019-03-05 07:45:46
7497,"M 4.5 - 42km SSE of Dinalongan, Philippines",4.5,2019-03-05 07:27:55
7498,"M 4.9 - 78km SW of Puerto Madero, Mexico",4.9,2019-03-05 06:44:57
7499,"M 4.1 - 145km NE of Ndoi Island, Fiji",4.1,2019-03-05 06:44:45
7500,"M 4.6 - 121km W of Honiara, Solomon Islands",4.6,2019-03-05 06:06:58
7501,"M 4.4 - 260km ESE of Lambasa, Fiji",4.4,2019-03-05 05:13:08
7502,"M 5.0 - 62km WSW of Buldir Island, Alaska",5,2019-03-05 05:01:23
7503,"M 4.3 - 71km WSW of Puerto Madero, Mexico",4.3,2019-03-05 04:52:54
7504,M 4.3 - South of the Fiji Islands,4.3,2019-03-05 04:45:47
7505,"M 4.8 - 63km WSW of Puerto Madero, Mexico",4.8,2019-03-05 04:41:10
7506,"M 4.4 - 130km NNE of Kuril'sk, Russia",4.4,2019-03-05 04:16:48
7507,"M 4.1 - 109km SSW of Dadali, Solomon Islands",4.1,2019-03-05 04:05:12
7508,"M 4.4 - 106km ENE of Kimbe, Papua New Guinea",4.4,2019-03-05 03:21:20
7509,"M 4.0 - Izu Islands, Japan region",4,2019-03-05 02:08:34
7510,"M 4.6 - 127km WSW of Banda Aceh, Indonesia",4.6,2019-03-05 00:27:02
7511,"M 4.3 - 47km SE of Belen, Argentina",4.3,2019-03-04 21:38:12
7512,"M 4.5 - 40km ESE of Mangili, Philippines",4.5,2019-03-04 21:33:14
7513,M 4.5 - North Indian Ocean,4.5,2019-03-04 21:12:48
7514,"M 4.2 - 12km SW of Ndoi Island, Fiji",4.2,2019-03-04 20:34:47
7515,M 4.5 - South Indian Ocean,4.5,2019-03-04 19:20:44
7516,"M 4.6 - 117km NE of Macquarie Island, Australia",4.6,2019-03-04 18:46:13
7517,"M 4.5 - 150km NW of Olonkinbyen, Svalbard and Jan Mayen",4.5,2019-03-04 17:57:19
7518,"M 4.2 - 146km SSW of Firuzabad, Iran",4.2,2019-03-04 17:21:42
7519,"M 4.3 - 148km SSW of Firuzabad, Iran",4.3,2019-03-04 17:17:01
7520,"M 4.4 - 57km ENE of Malili, Indonesia",4.4,2019-03-04 16:13:30
7521,"M 4.3 - 107km SE of Farallon de Pajaros, Northern Mariana Islands",4.3,2019-03-04 15:45:17
7522,"M 4.4 - 49km NNE of Yanqi, China",4.4,2019-03-04 15:28:10
7523,"M 4.8 - 199km NNE of Ile Hunter, New Caledonia",4.8,2019-03-04 13:36:47
7524,"M 4.4 - 108km N of Isangel, Vanuatu",4.4,2019-03-04 13:07:12
7525,"M 4.7 - 140km SSW of Gataivai, Samoa",4.7,2019-03-04 11:13:07
7526,"M 4.8 - 44km ENE of Malili, Indonesia",4.8,2019-03-04 11:13:02
7527,"M 4.6 - 77km SW of Champerico, Guatemala",4.6,2019-03-04 10:29:50
7528,"M 4.5 - 57km N of Dove Creek, Colorado",4.49,2019-03-04 10:22:51
7529,"M 4.3 - 255km WNW of Neiafu, Tonga",4.3,2019-03-04 10:20:51
7530,"M 4.7 - 83km N of Visokoi Island, South Georgia and the South Sandwich Islands",4.7,2019-03-04 10:06:09
7531,"M 4.7 - 177km ESE of Tadine, New Caledonia",4.7,2019-03-04 09:43:56
7532,"M 4.5 - 34km ENE of Madang, Papua New Guinea",4.5,2019-03-04 08:47:18
7533,"M 4.0 - Bonin Islands, Japan region",4,2019-03-04 07:58:16
7534,"M 4.2 - 73km SSW of Santiago Pinotepa Nacional, Mexico",4.2,2019-03-04 07:53:07
7535,"M 4.4 - 40km NE of Madang, Papua New Guinea",4.4,2019-03-04 07:01:55
7536,"M 4.6 - 22km NW of Ust'-Barguzin, Russia",4.6,2019-03-04 06:02:47
7537,"M 4.4 - 216km ESE of Tadine, New Caledonia",4.4,2019-03-04 05:21:24
7538,"M 4.8 - 52km E of Madang, Papua New Guinea",4.8,2019-03-04 05:12:58
7539,"M 4.4 - 39km WNW of Pisco, Peru",4.4,2019-03-04 04:03:02
7540,"M 5.9 - 45km E of Madang, Papua New Guinea",5.9,2019-03-04 03:06:00
7541,"M 4.4 - 148km ESE of `Ohonua, Tonga",4.4,2019-03-04 00:22:54
7542,"M 4.6 - 161km E of Neiafu, Tonga",4.6,2019-03-03 22:40:49
7543,"M 4.4 - 41km S of Padangcermin, Indonesia",4.4,2019-03-03 22:23:00
7544,"M 4.4 - 83km SSW of Sand Point, Alaska",4.4,2019-03-03 21:51:26
7545,"M 4.8 - 67km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.8,2019-03-03 21:49:29
7546,"M 4.4 - 24km E of Santiago, Philippines",4.4,2019-03-03 21:27:47
7547,"M 4.0 - 28km N of Melipilla, Chile",4,2019-03-03 21:18:14
7548,"M 4.0 - 17km NE of Saipan, Northern Mariana Islands",4,2019-03-03 20:04:50
7549,"M 4.3 - 83km S of Ndoi Island, Fiji",4.3,2019-03-03 18:41:46
7550,"M 4.6 - 142km ENE of Neiafu, Tonga",4.6,2019-03-03 17:47:41
7551,"M 4.0 - 105km NNW of Congkar, Indonesia",4,2019-03-03 16:09:53
7552,"M 4.9 - 94km ESE of L'Esperance Rock, New Zealand",4.9,2019-03-03 15:53:27
7553,"M 4.6 - 41km NNE of Palue, Indonesia",4.6,2019-03-03 15:51:49
7554,"M 4.4 - 23km SE of Port-Vila, Vanuatu",4.4,2019-03-03 14:54:28
7555,M 4.3 - Carlsberg Ridge,4.3,2019-03-03 13:49:31
7556,"M 4.4 - 63km NNE of Palue, Indonesia",4.4,2019-03-03 10:37:54
7557,"M 4.6 - 5km WNW of Juchitan de Zaragoza, Mexico",4.6,2019-03-03 09:57:33
7558,"M 4.2 - 124km SE of Pondaguitan, Philippines",4.2,2019-03-03 09:40:50
7559,"M 5.1 - 29km SE of Nuevo Churumuco, Mexico",5.1,2019-03-03 08:25:53
7560,"M 4.3 - 297km SW of Severo-Kuril'sk, Russia",4.3,2019-03-03 07:51:42
7561,"M 4.1 - 33km SSE of Kiska Volcano, Alaska",4.1,2019-03-03 07:43:36
7562,"M 4.2 - 275km SE of Kodiak, Alaska",4.2,2019-03-03 07:38:08
7563,M 4.7 - Northern Mid-Atlantic Ridge,4.7,2019-03-03 06:56:35
7564,M 4.6 - Northern Mid-Atlantic Ridge,4.6,2019-03-03 06:48:06
7565,"M 4.3 - 25km S of Lithakia, Greece",4.3,2019-03-03 04:53:12
7566,"M 4.5 - 133km SSW of Sarangani, Philippines",4.5,2019-03-03 03:54:48
7567,"M 4.9 - 55km W of Kasiguncu, Indonesia",4.9,2019-03-03 03:45:06
7568,"M 5.4 - 126km NE of L'Esperance Rock, New Zealand",5.4,2019-03-03 03:31:20
7569,"M 4.2 - 28km SSE of Pucallpa, Peru",4.2,2019-03-03 01:12:40
7570,"M 4.4 - 75km SSE of Nishinoomote, Japan",4.4,2019-03-03 00:39:46
7571,"M 4.5 - 26km NNW of Gandava, Pakistan",4.5,2019-03-02 23:33:21
7572,M 4.2 - Fiji region,4.2,2019-03-02 23:01:41
7573,"M 4.1 - 50km S of Amukta Island, Alaska",4.1,2019-03-02 21:57:57
7574,M 4.4 - South of Africa,4.4,2019-03-02 21:16:02
7575,"M 4.5 - 25km E of Pamandzi, Mayotte",4.5,2019-03-02 20:00:33
7576,"M 4.1 - 89km SE of Kushiro, Japan",4.1,2019-03-02 18:33:46
7577,"M 4.3 - 59km SSW of Masachapa, Nicaragua",4.3,2019-03-02 18:19:20
7578,"M 4.1 - 51km N of Atka, Alaska",4.1,2019-03-02 18:07:20
7579,"M 4.4 - 56km NNW of Alotau, Papua New Guinea",4.4,2019-03-02 16:06:44
7580,"M 4.5 - 167km SSE of Sinabang, Indonesia",4.5,2019-03-02 15:30:29
7581,"M 4.6 - 99km N of Isangel, Vanuatu",4.6,2019-03-02 13:54:39
7582,"M 4.5 - 135km NNE of Tobelo, Indonesia",4.5,2019-03-02 13:46:29
7583,"M 4.0 - 39km ENE of Padangsidempuan, Indonesia",4,2019-03-02 13:38:49
7584,"M 4.5 - 28km WNW of Itbayat, Philippines",4.5,2019-03-02 13:34:25
7585,"M 5.5 - 90km W of San Antonio, Chile",5.5,2019-03-02 13:21:52
7586,"M 4.9 - 29km NW of Davila, Philippines",4.9,2019-03-02 12:49:24
7587,"M 5.6 - 30km NW of Davila, Philippines",5.6,2019-03-02 12:46:21
7588,"M 4.4 - 17km NNE of Yigo Village, Guam",4.4,2019-03-02 11:51:02
7589,"M 4.9 - 223km NNW of Farallon de Pajaros, Northern Mariana Islands",4.9,2019-03-02 09:34:01
7590,"M 5.4 - Izu Islands, Japan region",5.4,2019-03-02 08:51:53
7591,"M 4.2 - 120km SSW of George Town, Cayman Islands",4.2,2019-03-02 05:55:01
7592,"M 4.8 - 73km NNW of Alotau, Papua New Guinea",4.8,2019-03-02 05:27:56
7593,"M 4.2 - 98km SE of San Felipe, Mexico",4.2,2019-03-02 04:42:36
7594,"M 4.3 - 216km N of Tamrida, Yemen",4.3,2019-03-02 03:10:24
7595,"M 4.3 - 54km NNE of Kerman, Iran",4.3,2019-03-02 03:04:48
